Accession	Virus_Name	NCBI_Taxonomy	Viruses	Realm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species
YP_009300872	Wuhan Insect virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus betawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus betawuhaninsectum
YP_009300873	Wuhan Insect virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus betawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus betawuhaninsectum
YP_009300874	Wuhan Insect virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus betawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus betawuhaninsectum
YP_009300875	Wuhan Insect virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus betawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus betawuhaninsectum
YP_009301356	Wuhan Insect virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus gammawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus gammawuhaninsectum
YP_009301357	Wuhan Insect virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus gammawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus gammawuhaninsectum
YP_009301358	Wuhan Insect virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus gammawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus gammawuhaninsectum
YP_009301359	Wuhan Insect virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus gammawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus gammawuhaninsectum
YP_009301360	Wuhan Insect virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus gammawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus gammawuhaninsectum
YP_009301361	Wuhan Insect virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus gammawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus gammawuhaninsectum
YP_009301739	Wuhan Insect virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009301740	Wuhan Insect virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009301741	Wuhan Insect virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009301742	Wuhan Insect virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009301743	Wuhan Insect virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009302014	Wuhan Louse Fly Virus 10	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus lousefly	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus lousefly
YP_009302015	Wuhan Louse Fly Virus 10	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus lousefly	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus lousefly
YP_009302016	Wuhan Louse Fly Virus 10	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus lousefly	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus lousefly
YP_009302017	Wuhan Louse Fly Virus 10	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus lousefly	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus lousefly
YP_009302018	Wuhan Louse Fly Virus 10	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus lousefly	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus lousefly
YP_009303697	Lishi Spider Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Arlivirus;Arlivirus arachnae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Arlivirus	-	Arlivirus arachnae
YP_009303698	Lishi Spider Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Arlivirus;Arlivirus arachnae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Arlivirus	-	Arlivirus arachnae
YP_009303699	Lishi Spider Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Arlivirus;Arlivirus arachnae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Arlivirus	-	Arlivirus arachnae
YP_009304981	Wuhan House Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus hubei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus hubei
YP_009304982	Wuhan House Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus hubei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus hubei
YP_009304983	Wuhan House Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus hubei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus hubei
YP_009304984	Wuhan House Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus hubei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus hubei
YP_009304985	Wuhan House Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus hubei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus hubei
YP_009304986	Tacheng Tick Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Orthonairovirus	-	Orthonairovirus tachengense
YP_009304987	Tacheng Tick Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Orthonairovirus	-	Orthonairovirus tachengense
YP_009304988	Tacheng Tick Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Orthonairovirus	-	Orthonairovirus tachengense
YP_009304995	Wuchang Cockroach Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phasmaviridae;Orthophasmavirus;Orthophasmavirus wuchangense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phasmaviridae	-	Orthophasmavirus	-	Orthophasmavirus wuchangense
YP_009304996	Wuchang Cockroach Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phasmaviridae;Orthophasmavirus;Orthophasmavirus wuchangense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phasmaviridae	-	Orthophasmavirus	-	Orthophasmavirus wuchangense
YP_009304998	Wuchang Cockroach Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phasmaviridae;Orthophasmavirus;Orthophasmavirus wuchangense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phasmaviridae	-	Orthophasmavirus	-	Orthophasmavirus wuchangense
YP_009302384	Xincheng Mosquito Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Anphevirus;Anphevirus xinchengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Xinmoviridae	-	Anphevirus	-	Anphevirus xinchengense
YP_009302385	Xincheng Mosquito Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Anphevirus;Anphevirus xinchengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Xinmoviridae	-	Anphevirus	-	Anphevirus xinchengense
YP_009302386	Xincheng Mosquito Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Anphevirus;Anphevirus xinchengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Xinmoviridae	-	Anphevirus	-	Anphevirus xinchengense
YP_009302387	Xincheng Mosquito Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Xinmoviridae;Anphevirus;Anphevirus xinchengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Xinmoviridae	-	Anphevirus	-	Anphevirus xinchengense
YP_009304556	Wenzhou Crab Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Nyamiviridae;Crustavirus;Crustavirus wenzhouense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Nyamiviridae	-	Crustavirus	-	Crustavirus wenzhouense
YP_009304557	Wenzhou Crab Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Nyamiviridae;Crustavirus;Crustavirus wenzhouense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Nyamiviridae	-	Crustavirus	-	Crustavirus wenzhouense
YP_009304558	Wenzhou Crab Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Nyamiviridae;Crustavirus;Crustavirus wenzhouense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Nyamiviridae	-	Crustavirus	-	Crustavirus wenzhouense
YP_009302833	Wenzhou Crab Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Natareviridae;Charybdivirus;Charybdivirus charybdis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Natareviridae	-	Charybdivirus	-	Charybdivirus charybdis
YP_009302834	Wenzhou Crab Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Natareviridae;Charybdivirus;Charybdivirus charybdis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Natareviridae	-	Charybdivirus	-	Charybdivirus charybdis
YP_009302835	Wenzhou Crab Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Natareviridae;Charybdivirus;Charybdivirus charybdis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Natareviridae	-	Charybdivirus	-	Charybdivirus charybdis
YP_009302836	Wenzhou Crab Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Natareviridae;Charybdivirus;Charybdivirus charybdis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Natareviridae	-	Charybdivirus	-	Charybdivirus charybdis
YP_009304330	Tacheng Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304331	Tacheng Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304417	Tacheng Tick Virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Ganiavirus;Ganiavirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Ganiavirus	-	Ganiavirus tachengense
YP_009304418	Tacheng Tick Virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Ganiavirus;Ganiavirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Ganiavirus	-	Ganiavirus tachengense
YP_009304419	Tacheng Tick Virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Ganiavirus;Ganiavirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Ganiavirus	-	Ganiavirus tachengense
YP_009304420	Tacheng Tick Virus 6	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Ganiavirus;Ganiavirus tachengense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Ganiavirus	-	Ganiavirus tachengense
YP_009304471	Tacheng Tick Virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304472	Tacheng Tick Virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304473	Tacheng Tick Virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304474	Tacheng Tick Virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304475	Tacheng Tick Virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304476	Tacheng Tick Virus 7	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304477	Taishun Tick Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304478	Taishun Tick Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304479	Taishun Tick Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304559	Wuhan Ant Virus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009304651	Wuhan Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus domestica	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus domestica
YP_009304652	Wuhan Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus domestica	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus domestica
YP_009304653	Wuhan Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus domestica	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus domestica
YP_009304654	Wuhan Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus domestica	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus domestica
YP_009304655	Wuhan Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus domestica	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus domestica
YP_009304656	Wuhan Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus domestica	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus domestica
